d1914a1 d1914a2 2I1M18P2I10P2D1P7I18P1D10P1I1P1D5P1I3P4M3D1I
d1rqja_ d3b7la_ 1D1P2M2P1M2P1M2P2M2P1M9P6I1P1M1I1M12P1D18P4I1M3I25P2D16P1I25P2M1D2P2D14P2D13P4I3P2I18P1I13P4M36P1D14P36I21P4M1P1D4P1M10P3D
d1rqja_ d5eaua2 8I1M3D3I2M1D1I2M1I5M8P3M2D3M2P1M1D1P3M3P1M2P1M2P2M2P1D1P1M2D1M3D1M27P2M17D21I3M1P2M14P1D2P2M2P2D5P1D8P2D13P2I17P2D13P2M6P1I1P2M1I2P1I18P10D1M15P10I22P5M1P1M1I3M9P1M2P4I1P18I
d1rqta_ d1zavu1 1D29P1D1P5D
d1rrka1 d1ym0a_ 9D6I1M3P1D10P2M2D2I2M21P1D12P8I2P1M15P9D29P15D1M1P2D1P3D2P1D10P2I1M7I13P3D9P5D1P4D1P2D13P3M18P1I14P1D1P1D1M1P1D21P2M5D
d1rrka1 d1z8ga1 10D6I1M14P1M2D2M22P1I12P6I18P4M3D1M30P15D2P2D2P2D2P1D10P2I1M6I13P3D6P4M9D1M1P1D12P1M2D2M17P4I16P2D23P1M1I1M5D9I
d1rrka1 d2aiqa_ 10D6I1M14P3D22P2D1P3D8P8I1P2M13P1M2D2P4D1M2D28P19D1P2D3P1D10P9I1M12P3D9P11D1P2D13P2D1P1M15P4D14P1D1M23P2M5D7I
d1rrka1 d2asub_ 10D5I2M2D11P1M2D1I2M21P1I1M12P10I2P1M12P15D26P15D2M2D1P1M2D2P1D10P7I14P1M8P13D1M1P2D11P2D1M1P1M33P1D4P1D18P8D
d1rrka1 d2bdga_ 9D6I2M1P1D11P1M2D3M19P3D3P2D7P4I2P5I1M14P2D2P7D28P19D1P2D1M2P1D10P7I1M13P3D8P11D2P1D12P2D1M17P4D14P1D24P1M6D
d1rrka1 d2bz6h_ 10D6I1M14P1M2D2M20P1M13P8I2P1M15P9D29P15D10P2D1M8P2I1M6I13P2M5P1D1M1P1D2P4D2P1M2D1M2D12P1M2D2M33P1D2P1D21P2M5D12I
d1rrka1 d2hlca_ 10D6I1M15P2I1M24P1D3P2D7P5I1P2M15P9D12P1D16P15D1P1D3P1M1D1M2P1D10P2I1M3I13P3D9P10D1P1D13P3D1P1M16P2D12P1I3P1D3P1D21P3D2P1D
d1rrka1 d2o8la1 9D11I1M4P1M1I11P1I24P1I1M12P6I2P1M13P15D11P5I2P1M1P1M2D8P18D1M1P1D1P1D2P1D10P3I2P1I12P3D1M23D1M7P7D16P3D12P6D10P1I10P1D2P1M1P1D2M
d1rrka1 d2xw9a_ 9D6I2M2P1D11P1M2D2M20P2M2P1D1M8P8I1P1M16P9D29P15D1P1M2D1P1M2D2P1D10P2I1M6I13P3D6P4M9D2P1D11P4D1P1M15P4D9P2M3P1D24P7D
d1rrka1 d3beua_ 10D6I1M13P6D21P3M10P6I18P9D1M16P4D8P15D1P3D2P1D3P3D8P2I1M6I13P3D9P4D1P5D1P2D12P1M2D1P1M16P1I17P1D3P1D20P2M5D
d1rrka1 d3govb_ 10D6I1M13P2M2D1I2M20P11I1P1I1P1I12P8I1P2M15P9D29P18D2P3D2P1D10P7I1M13P3D9P1M4D1P1D1P2D1P2D12P1M2D2M17P2I16P2D23P1D1P1D1P1M2D
d1rrka1 d3h7oa_ 10D5I1M16P1I24P1D12P6I1M17P9D19P1I10P15D1P1M2D1P2D1M2P1D10P8I1M12P3D10P4D1P5D1M2D10P4D1M1P1M15P4D10P4M2D2P1D21P1M5D
d1rrka1 d3hgpa_ 10D6I1M14P2M2I3M20P1M2P3D8P8I2P1M15P1M7D2M28P15D1P1M2D1P2D1M2P1D10P2I1M6I13P1M5P1D2M2P11D1M1P1D12P3D2M31P1M1P2M23P2M5D
d1rrka1 d3mhwu_ 10D6I1M15P1M3I1M22P1M13P8I1P2M15P7D1P1D1M12P4I16P15D1P1M2D1P2D3P1D10P2I1M7I13P2M4P1D1M3P11D2P1D10P1M1P2D2P1M16P2M13P1D1P1D23P2M6D
d1rrka1 d3n7oa_ 9D6I2M1P1D13P2I23P3D2P2D8P8I1P2M15P2D1P7D28P20D1P2D2P1D10P8I1M12P3D3P1D5P11D1P2D3P1I9P1M2D1P1M15P4D14P2D1P2D20P2M5D
d1rrka1 d3ncla_ 10D6I1M14P1M1D3M20P1M4I2P1I11P5I1M1P4I1M15P9D29P15D2P2D2P2D2P1D10P2I1M6I13P3D9P10D1P2D12P1M2D1P1M16P1I15P1D1P1D1M23P1D1P5D
d1rrma_ d1sg6a_ 4D5I1M1P2M10P1I9P1I16P1D14P7I11P2M3P1I12P2I2P3I24P18D13P1I1P1I7P1M4P1D1P1D3P4M1D34P2D1P9D1M2D4M1P2M11P11I2P2I1P1I18P2I2P2I2P1M11P1I2P1I18P5M19D1M2D23P2I1P3I1P1I1M2P2M11P4M10I2M4P6M2P1D2P5D
d1rrma_ d1ujna_ 3D6I1M2P1M14P2D3P2D7P1D6P2D10P3D12P1M4P1I14P3I24P18D12P2I9P1M3P1D6P3M1P2D33P2D1P12D3P1D1M1P1D3P1D5P1D22P8I2P1I13P2I21P3M20D1M1P2D2P1D15P4D2P1D1P1M1P1M1D4M4P2M3D4M7I4P2M1P1I8M2P1M1P1M6I
d1rrma_ d1vlja_ 4I1M44P1I68P2D7P3M2P1M78P7M1P1M18P1I1P1I18P1I3M3I51P1D3P1D46P1I2P3I1P4I2M21P2D
d1rrqa2 d1sjya_ 1D9I1M23P1M3D2I1M12P1I10P1I1P3I19P1I12P1I7P1I1P5I11P1I1P1M3I3P2D10P1M2P9I
d1rrqa2 d1v8ya_ 20I13P1D13P2M11P2M1I10P1I2P2I15P3M11P1M1P1M1P1M3D1I12P1I1P5I5P1M12P1M
d1rrqa2 d1vcda_ 2D21P1D1P4D11P3M1P1I8P1I1P3I16P2M1I15P2D4P5I30P1M1I
d1rrqa2 d1vk6a2 1D13P1D11P3D1M1P1I9P2M1I9P1I3P2I16P2M13P1D3P1M1P1I1P4I10P1D5P2I11P3M1I1M2I
d1rrqa2 d1x51a1 8I1M14P3I11P2M12P1M2P2I9P1I2P2I4P2I26P3I35P1D2P1D
d1rrqa2 d2a6ta2 2D13P1I11P3D12P1M1I1M8P1I2P3I4P2I3P1I9P4D10P1I3P1M3P1I1M12P3I2M1I3P1D1M13P11I
d1rrqa2 d2azwa1 13I15P1I10P5D11P1I1M12P4I16P1M6I14P1M1P4M1I1P2I30P1M
d1rrqa2 d2b06a1 3I1P1I13P1I9P1D1P3D2P1D9P2M1I1M9P1I2P3I14P4M1I1M12P1M6P3I13P1I4P1D11P1M1D19I
d1rrqa2 d2b0va1 1D1M11P1D10P1M1P1M2D1I11P2M1I1M9P1I1P3I18P2I14P1M3P1M2I1M4I14P2I2P1I14P2M10I
d1rrqa2 d2fb1a2 6I2M13P3I10P1D15P1M1I1M9P1I2P1I1P1I1P1M1I11P1I1P1I16P1I3P1I1P2I3P1I10P2D19P6I
d1rrqa2 d2fkba1 26I26P1I8P1I8P1I9P1I2P3I2P1M1I5P1D24P1D1P3M1I1P3I1P1I10P1I1P1M1I17P1D
d1rrqa2 d2fvva1 7I1M13P1I1M1I10P1M3D1M10P2M2P1I8P1I2P3I16P2D17P1M3I1M4I16P2I9P3D1P3D
d1rrqa2 d2i8ta_ 14I24P1D17P2I2P2I8P1I2P4M2I13P8I16P4M1I1P4I10P1I2P1M8P1D2P7D
d1rrqa2 d3a6sa_ 2M21P1D1P3D2M12P1I9P1I2P3I15P6M9P4M1P1M2P3I12P2M14P1M2D1P
d1rrqa2 d3dkud_ 1I2M11P1D12P1M2D1M11P1M1I9P1I2P3I17P1I14P1I5P2M5I11P1I5P1I14P2M13I
d1rrqa2 d3gwya_ 2M1I11P1D9P7D12P1I9P1I2P3I15P6M10P2M2P2M2P2I7P1I21P3D
d1rrqa2 d3r03a_ 1D39P2M1I12P4I4P2I26P2M2P1M2P2I2P1I27P1D1P1M
d1rrqa2 d3zr0a_ 1D1M11P1D11P1D15P1M1I1M8P1I2P3I18P1I1P1I13P1M2P1M3P3I11P2M17P1M24I
d1rtqa_ d1tkja_ 9D1P2D2P2D15P1I1P4I23P1D2P4D10P2I13P1D15P4D1P4D60P1I16P1D1P1D5P2D14P2D11P1M22P1M1I3P15I16P2D20P3D
d1rtqa_ d1vgya1 16D1M1P1D13P1D6P2D13P3D1P1D1P2D11P1D10P3D15P3M4D7I2M10I1M23P1M19P1I25P1M2D1M2P2M7P3I6P1I8P2M2P1M11P1D10P1M9P4D3P1D3P1M2P3D3P1D1P1D18P4D
d1rtqa_ d1vhea2 18D1I1M13P1D6P2D16P5D8P5D13P1D12P8D2P1M12I1M20P1D1P1D29P4D1P1D9P4M1P10I2P2I8P3I1P1I18P1D4P1D5P1M10P2I10P4D2P1D7P3D3P2D19P3M1I1P11I
d1rtqa_ d1vhoa2 19D1M12P1D6P2D16P5D8P5D12P2D12P8D2P1M10I1M20P1D1P1D14P2D1M1D1M6P5M1D1P1D11P3M6I2M1P1M2I1M5P1I20P1M1D8P2D1M1P1M18P4D1M1P1D7P3D3P2D18P2D1M2D
d1rtqa_ d1y0ya3 18D3P1D10P1D6P1D1M16P5D8P5D10P1D1P2D12P8D2P1M11I1M19P4D29P4D1P1D9P4M1P10I2P2I8P3I1P1I17P1M1D10P1D10P2I10P4D3P1D6P3D3P2D18P2D1P2M
d1rtqa_ d1y7ea2 14D10I3M2P1I13P1D2P6D17P1M9I1M9P5D15P1I13P6D2M1P1M13I1M17P2D3P1D13P1D1P1D1P1D1M2P1D6P1I1P1M12I1M2I2P1I2P1I9P5M5I2P2I8P1M1D16P1M1D9P1D1M20P4D3P1D6P3D3P2D17P6D
d1rtqa_ d1yloa2 18D1P1D1P1D10P1D6P2D14P1D2P4D8P5D12P2D12P8D1M1P1M11I1M20P2D30P4D1P1D9P3M11I1M1P2M8P3I1P1I16P1D1P1D9P2M10P2I10P4D3P1D6P3D3P2D18P4M1I1M6I
d1rtqa_ d1ysja1 15D2M15P1D6P2D16P1M4D4P1M3P4D1M13P1D13P1M4D10I2M5P2M19P3M16P1D10P1M1D1M1D11P1M1D1P1M1P3M4P1M1I2P4I1P1I14P1D14P1D10P1D9P1M2D3M1P1M6P3D3P2D19P1D1P2M
d1rtqa_ d1z2la1 14D2M15P1I2P6I24P5D8P5D27P8D2P1D22P1M17P5I10P1M32I2M4P1D9P2M1I1M1I1M2P1I9P1I1P1I15P1D2P1D9P1M1D9P1D10P3D3M8P3D3P2D22P1D
d1rtqa_ d2afwa_ 9I8P1I2M1P1I13P1I6P1D1P1D23P2D2P1D11P6I11P1M2D1M15P1M1D3M1D1I2M29P1I1P1I13P8I15P9I2P2I15P3D1M3P1M1P3D14P1M2P1I1P9I1P2I1P1I2P1I1P1M1P1M22P1D2P2D16P2D20P1M2D
d1rtqa_ d2fvga2 20D1P3D8P1D6P2D16P5D8P5D11P1D14P8D2P1M10I1M19P1M3D1P1D12P5D1P1M8P4D1P1D9P3M12I1M1P2M6P1I2P2I1P1I17P1M1D6P2M9D1P2D1P1D9P4D1M2P2M1D4P3D3P2D18P4M2I1M
d1rtqa_ d2grea2 16D1M15P1D6P2D14P1D2P4D8P5D10P1D15P16D34P3D2P2D4P2D1P4D11P1M3D5I2P2M7P3I1P1I18P1D9P2D1P3D1P1M2D12P4D3P1M1P1D1M1D2P3D3P2D18P2D3M
d1rtqa_ d2q43a1 10D1P1D6P4I14P1D6P2D16P5D8P4D8P1M1P1M2D15P1M4D10I2M5P2M38P1D10P2M1P1D1P1D9P1M1D1P1M2P2M4P1M1P2I1P1I1P1I18P1M7P1M2P1M10P1D9P2M1D3I3M8P3D4P1D1P1D20P1M1I
d1rtqa_ d3bi1a3 8D24P1D24P2D1M2D10P4I29P10D25P3I32P1I17P1D2P1D4P3D17P8I1M2P2I2P3I1P9I1P4M11P1I12P1I1M4I2M15P4I25P1I1M
d1rtra_ d1v4ea_ 2D1P2D16P2M4D1M1P1M2P2M2P1M1P1D22P1I22P2D40P4D1P2D13P2D47P1D1M2D26P2M2D13I1P1I6P28I20P8D1M1P1D3P3D1P4D
d1rtra_ d2q80a1 22D3P2M9P1D6P1I40P2D40P4D1P2D13P2D13P2I35P2D1P1D1P1D23P2I1M3D8I7P36I24P3D1M14P2I
d1rtra_ d3b7la_ 2D1M17P3I1P1M1I1M3I1P2I3P1I31P3I1P3I1M1P1I22P2D16P1I25P2M1P1D15P2D13P4I1M2P2I17P1I14P1I2M24P5M3D15I7P1M35I1P1I2M2P1M15P1I2P1M1D15P1D
d1rtta_ d1t0ia_ 27P2I1P3I1P2I10P2I5P1M1D1M3P11I1M4P1D37P4D14P1D1P1D23P1M1D7P1I1P2M2P3D2M9P1M8P2I
d1rtta_ d1tlla2 3I9P1D1P1D15P1M11P1M15D1M1P2D3P1D1P2M11P1I5P1M8P1M1I3M1D15I2M1D12P1D2P2M2I22P1D6P4M6D1P1D1P1D15P11I
d1rtta_ d1vmea1 3I9P1D1P1D15P1I1M9P1M4I2P15D39P3D13P1M1D1M1D1M1D1M1D1I1M1D1I2M15P2D5P1D1P1D1P1M8D1P1D1P1D13P3I
d1rtta_ d1ydga_ 2I9P1D1P1D15P1I12P3M15D22I2M36P1I2P1M17P1I1M23P14I5P1D5P5D1P1D17P10I
d1rtta_ d1ykga1 2D7P1D1P1D15P1I1M2P1M8P1M15D1M2D4P1D14P1I5P1M8P6M1P1M12P1D2P2M2I1M21P1D7P1D1M1P8D1P1D1M13P1I1P1I
d1rtta_ d1zd9a1 2I8P1D2P2D2P1M8P1M17I2M1P2I13P14D21P1I2P1D2M13P2D15P2I2P2M3P1I4P1I7P2D5P3D1M3P2D1P2D1M1P6D2P1D15P
d1rtta_ d2arka1 1I9P1D1P1D15P2I12P1M18D1M37P3M16P1I1M23P8I1P3I4P1D2P1D1P7D16P1I2P23I
d1rtta_ d2fzva1 34I27P1I18P2M2P2D42P1M2P2I20P1D21P1D35P26I
d1rtta_ d2z98a1 12P1I15P2I3P1I8P2I11P1I1P5I4P1I1M40P1M2P1M9I1M2P1I13P1M3I1M20P2D7P1M2I1P2I1P1M5D2M14P3D
d1rtta_ d3b6ia_ 9P1D1P1D15P2I12P3M13D15I2M1D1M35P1M1I2P1M17P1M23P17I7P1M4I3P5D1M2P1I1M3P1M2P1I9P3I
d1rtta_ d3gfsa_ 2D25P4D7P2I9P1D1P2M42P3D1M41P1D5P1D1P2M9P1D16P4I
d1rtta_ d3tema_ 1I27P1I1M10P2I13P22I47P1M9I1M2P1I13P1I2M8I1P1I1M7P1I11P2D8P4M4D1I1M12P1M3P2M12I
d1rtta_ d5nula_ 1D1P1D6P1D1P1D15P1I12P1M15D1M2D2P1D16P1I6P1I11P3D1P1D12P1D3P1M1D21P1D5P1D1P2D1P6D3P2D12P1I2P
d1rtwa_ d1sk7a_ 1I22P2M2P2D1P1D26P1D1P1D2P1M1P1D1P1M1D1P2D6P2D16P2D2P3D1M1P2D1M2P1M2P2D3P1D13P1D3P1M2P1M1P2M1D1P2M6P3I1P1I1M2P4M16P2D29P1I
d1rtwa_ d1to9a_ 63P1I22P1I8P3I2P1I20P1M29P1M59P1I1P12I
d1rtwa_ d1udda_ 3I77P1I15P3I2P1I49P1I4P1I30P3D1P1D24P3I
d1rtwa_ d1wwma1 6D1P1D2P1D7P1M3P2D2P4D1P1M1P1D53P4D3M19P1D25P1M1D2P1D3P1D7P4M18P1D2P2D24P
d1rtwa_ d1wzda_ 62P1D1M1P3M5P1D2M12P1M1D2M4P1I19P1M18P1M1P2M1P5M1P1M3P1M1P1I3M2P3M1I1P1I1M1P1M1I1M11P2D29P3I
d1rtwa_ d1z72a_ 8I64P1I14P1I15P3I4P1I18P1M22P2D3P1M4P1I29P1D1P2D25P
d1rtwa_ d2a2ma1 27I59P1I1P1M26P1M3D3M2I52P5M8P2D18P3D24P3I
d1rtwa_ d2itba1 1P1D8M1P2D2P1D1P1D1M4P3M4D2P2D24P1I2P1M1I37P1M2D1P1D5P8M3I24P2D1P3M12P1D18P1M1D1M1P1D2M1P2M11P1M2I1M5I2P4M
d1rtwa_ d2oc5a1 26D1M3P1M5I30P1M1P1D30P1M4P1I16P1M9P1I15P2D1P3M11P1D19P1D22P1M2P1M1P1M40I
d1rtwa_ d2q4xa_ 19P1M1D1M1P1D2P2D2P4I1M30P2I2P2I1P1I31P1I19P1I29P1I2P3M58P1I
d1rtwa_ d3hlxa_ 8I1P1I7P1D5P2D45P1I16P6I11P1M1I3P2I2P1I1P1I32P1D15P1M1P1I1M1P1I1P2M3P1M2P1D1P1D20P1I2P1I22P1I1P1M2I1P26I
d1rtwa_ d3ibxd_ 2I63P1I15P1M1D12P3I2P1I51P1I2P1I58P1I1P1I
d1rtwa_ d3mvua_ 6I62P1I15P1I15P3I2P1I53P1D29P1I2P3I1M2I25P1I1P1I
d1rtwa_ d3no6a_ 9I63P1I15P1M1P1M1P1I1P5M2I1M2P2I5P1I20P1I26P2I16P1D46P1I1P10I
d1ru0a_ d1usma_ 19D1M5P2D1P1D67P1D2P1M
d1rutx1 d1rutx3 13P1I1M16P
d1rutx1 d1u5sb1 3I14P1D14P1D
d1rutx1 d1x61a1 4D11P1I15P
d1rutx1 d2d8xa2 4D9P1D16P
d1rutx1 d2dj7a2 6I13P1I1P1D15P
d1rutx1 d2dloa1 5I1P1I13P1D15P
d1rutx2 d1u5sb2 1I11P2D21P2I
d1rutx2 d1x3ha2 10P2D22P
d1rutx2 d1x61a2 11P2D6P1D1P1I12P1M
d1rutx2 d1x62a1 11P1D1P1D19P1D
d1rutx2 d1x68a2 11P1D1P1D16P2D2P4I
d1rutx2 d1x6aa2 1I10P1M1D1M6P1I12P1D2P
d1rutx2 d2cupa2 11P1D1P1D16P1I2P2D
d1rutx2 d2cuqa1 10P1M2D21P
d1rutx2 d2d8xa1 11P1D1P1D20P
d1rutx2 d2dara1 11P1D1P1D20P
d1rutx2 d2dj7a1 10P3D21P
d1rutx2 d2dloa2 11P1D1P1D7P1I13P
d1rutx2 d2gvia2 4I10P3D1I18P3D
d1rutx3 d1u5sb1 3I13P2D15P1D
d1rutx3 d1x61a2 3D10P1D17P5I
d1rutx3 d2gvia2 1I14P1D16P2I
d1rutx4 d1x4ka1 11P1D16P2I2P1M2D
d1rutx4 d1x4ka2 1D27P5D
d1rutx4 d1x61a2 11P1D16P2I2P1M2D
d1rutx4 d1x6aa2 1I18P1I10P1I2P2D1P
d1rutx4 d2cuqa1 11P1D16P2I2P1M2D
d1rutx4 d2dara1 10P1D17P2I2P3D1I
d1rutx4 d2dj7a1 10P1D2P1D14P2I2P2D1M
d1rutx4 d2dloa2 11P1D7P1I9P2I2P1M2D
d1rvka1 d1sfla_ 1D1M2D1M7P8D3P2D1M2D1M9P2I10P2D1M2D1P1D3P1D1M7P1D15P8I1M3P1M19P4M2P1M1P1I10P3I8P1M4I1M3I11P1D1P1M9P1M3I1M23P1I2M1P2I13P1D5P1D1P4D2P1M1D1I2M2D1M2D4M1P1M2D1M3P3M18D1I
d1rvka1 d1sgja_ 4D4I1M6P1D2P1M5D1P2D1P1D6P3D12P2I1M2P3M4P2I15P1D11P2I3P1M6P2D3P1D1P1D6P1M1D1M1P3M8P2I1P3I13P1M8P4M9P1I1P1M12I25P8I1P2M9P1M1P1D5P1D1P5D1M1P10D2M1P1M2D1M3P1M20D1I
d1rvka1 d1thfd_ 2M1D2M10P4M1P1M1D7I1M1D1I1M21P1M2P1M2D4P1D14P1D1P1D6P1D16P2D1M1D1P1D4P2M4P1I12P1I8P1M8I1P11I11P1D11P2M6I1M13P3D9P1M2I2M7P2M1P1D6P2M2D1M3P11D4P2M1P1M1P1M1D1I1M18D10I
d1rvka1 d1tqja_ 1D1M1D1M8P2M5D2P1M3D21P1M2P1M3D3I3M2D1M12P2D8P1D3P1D1P2D18P4M14P3I8P1M2P3D8P3M1P1I5P1M5I3M16P1I3P1I5P1I2P1I8P1M1P2D8P2M2D1M3P2M8D1I1M3P2D2M4P4D2P13D
d1rvka1 d1tzza1 1I11P1M2P8D24P1M6D20P1M61P1D15P3I1P1I21P2M1I3P2I21P1D5P1D1P4D1P1M1D1M2P1D2M1D1I1M1P2M19P5I2P3M1P2M3D1I
d1rvka1 d1ujpa_ 10I1M1I1M9P1D2P1M4D4P1D11P1D13P9I1P2I2P3M14P1D2P1D9P1M4P1I1M19P1M1D3P1M3P1D7P3I8P3M10P2D9P1M1P1M1D2M12P3D9P3I3M5P1D1M2D1P1D6P1I2P2I1P2I3P4M6D2M3P1M3D1M3P1D1M18D3I
d1rvka1 d1yeya1 3D8P2M1P8D1P1D22P1M7D70P1I11P1D48P4I13P3I1P2I1M2I6P7D1P2M2P1D3P1M1D6P1D13P1M4P1M2P3M2I1P9I
d1rvka1 d1yx1a1 3D9P4M1P2D3P1M1D1M22P1M5D1M1D1M1D1M1P2D1P2M8P1M1I11P1M1I1M5I21P1D2M3P1M2I1P3M6P2I1P1I8P4I4P1D10P4I2M8P1I1P4I12P1D1P5D7P14I1P4I1P1I6P2M2P2M7P5M1I1P2M1P1M6D1M1D1M3P2D2M3P2M18D
d1rvka1 d1yxya1 3D11I1M11P4M25P1D1P13D12P1D1P1D8P8I1P1M1P1M12P3D6P4M1P6I2P1I10P1I9P3D12P1D6P1M1I1M1P1M3I2P5I11P1D1P3D7P1I2P1M1I2M1P2M13P1M2P1M1D1P5M2P2M25D1M2D1P3D1P2D
d1rvka1 d2gdqa1 1I17P2M2D2P1D22P1M1P6D47P1I34P1D48P2I1M3I11P1I2P7I7P1D2P2D1P2M1D1M2P2D1P1D2P1D4P1D13P1M4P2M1P2M1I1P1M1I1M3I
d1rvka1 d2gl5a1 1I11P4M1D3I3M27P1I1P7I3P2M2P2I1M7I80P1D48P1M5I20P1D1P3D2M1P2M1I1M7P1D4P1D22P2M1P1M4I
d1rvka1 d2mnra1 3D8P1D2P6D1P1D24P1M6D82P1D69P1M6D1M1D1M2P1D2P1D7P1D18P2M1P5M
d1rvka1 d2q02a1 1D1M3P2I7P3M4D2P4D22P1M2D1M1D1M1P4D4P1I2M1P1I7P1M1I4P1I4P1M2P6I1M22P2M1P1M4I1M3I1M1P1I10P3I9P6I16P1M10P2I1P2I3M4P1M1D4P3D8P26I21P1M3I2M1I2P2I2P1M2P1M4D1M1P1M2P6D2M2P19D
d1rvka1 d2rfga_ 4D2I1M7P1D1P1M1D2P3M24P3I4P1D1P2D1P1D29P1D22P1M2P1M3I1P4I21P5I12P1M1D1P2M6P1D2P1M2P1D10P1D1P1D10P1M9P1M1D1P1D6P2M3D2P2M9D1M3P2D2M3P3I1M2P4M1I1M1P1M1I2M2D2I1M5D49I
d1rvka1 d2y88a_ 1D1M1D1M11P1M3D2P1M3D14I23P3M1D1M3P2D2P1D11P2D8P2D1M2P3D23P1I11P2M7P9I1P9I14P1D8P3M6I1M13P3D9P1M2I2M1P1I7P1I9P1M3D1M3P1D1P6D1M2D1M2P1M1D1M1P1M1P3M18D
d1rvka1 d2ycix_ 3I1P2I3M11P1M1P4M2P2I1M1I1P1I12P1D11P1D1P1D2P1M17P2D7P1D1P1D1P1D1P1D2P1M2P1M3P1D9P1D1M1D1P1M11P2I9P1M1P5I1P4I13P2I1M1I1M3I6P1M1P1M7I1M2I12P2D11P13I1P1I10P1D1M1P1D5P1D1M4D1M2P8D1P1D3P1M3D1M3P3M17D17I
d1rvka1 d2yr1a_ 1M1I1M14I2M8P1D2P6D2P1D24P1M1D1P1D1M19P1D10P1M9I3P1M19P1D1M1D15P3I8P1M4I1M3I11P1D11P2M3I1M22P1I1P1M2I1M11P1M1P1D5P1M2P2D1M5D3I1M5D4M1P1M2D1M1P1M2P3M17D5I
d1rvka1 d3bofa1 3D13I1M10P5I4P4M26P1M3D1M19P2D7P1D1P1D2P1D10P2D8P1D1M1D1P1M12P3I7P2M1P2I2P4I2P1I10P4I1M2I1M8P1M3I1M25P12I12P1D7P1D1M4D1M2P8D1P1D3P1M3D1M3P1M19D8I
d1rvka1 d3e0ia_ 1D1M2D1M1P1M1P1M5P6D1M16P2I1P1M3I10P7I2P1M1D1P1M17P2D1P1D5P1D1M1D10P1D2P4D6P3M23P1M14P1M3I1M1I6P1M2P7I1M10P1D2P4D7P20I1M11P1M1D1P1D3P1D6P1M11I4P1M6D1M1D1M3P2D2M3P4M16D7I
d1rvka1 d3eb2a_ 4D2I1M7P1D1P1M2P4M24P3I4P1D1P2D3P1D24P1D28P1M3I1M4I22P5I11P1M1D1P2M6P1M1P1M1D2P1D11P2D9P2M9P2D8P2M3D2P2M9D1M3P2D1M4P4I2P4M1I1M1P1M1I2M2D2I2M5D46I
d1rvka1 d3f4wa_ 4D1M8P6D2P1D1P1D11P1M1D10P1M5D1M1P1M2D15P1D7P1M2P1M2P1M9P2D1P1D6P1D2M15P3I8P1I15P1D7P2M2I1M4I3M11P1D2P1D9P2I3M7P2D8P3M1D2P1M1P1M9D1I2M2P2M3P3M19D2I
d1rvka1 d3no3a_ 2P2M7P3M4D3I2M1P1M3D1M19P10I2P1I4P2I1P1M2P1I3M14I1M12P1D12P4I1M13P2I3P1I6P1D1M2P1D1P2D1M8P2M10P1D1P2D8P1D9P1D1P1D4P1D19P1I1P1I2P1M7P2D7P1D1M5D2M10D4P2D1M1P1M1P2M19D1I
d1rvka1 d3o6ca_ 1D1M1D1M8P1M1I2P2I1P1I1P1I3P1M4D11P1D10P1M1P1M1P2D2M3D2P1D11P2D7P1D1P1D2P1D11P2D7P2M3I1P6I2P1I13P3I7P1D1P1D1M12P1D9P2M33I1M23P1I2P1I13P1D6P3M1D1M2P1M1P1M8D3I3M1P1M1D1M4P2M18D
d1rvka1 d3oexa_ 10I4M8P8D27P2M1D1M1D20P1D10P8I4P1M19P1D2M15P3I8P1M4I1M3I11P1D11P2M3I1M8P1M2P2M1I8P1M1I2M1P2I11P1M1P1D5P1D1M4D2P1M2D2I1M5D2M1P1M2P1M1D1M3P3M18D4I
d1rvka1 d3ovpa_ 1D1M2D8P2M5D2P1M3D21P1M2P1M3D3I3M2D1M22P1D4P3D18P1D1M1D3P1M11P3I8P1M11P1M1D1P1D7P1M9I3M14P2D8P1I2P1I7P2M1P1D1M1P1D6P2M2D1M3P2M8D1I1M3P2D2M3P1M19D7I
d1rvka1 d3sj3a_ 3D5I1M8P1M1P5D2P3D2M9P1M1D10P1M5D3M2D1M12P2D8P1M2P2M1P2M9P3M6P1D2M14P3I7P1I2P8I2P1I13P1D9P3D14P1D10P2I1M9P2D8P3M1D2P3M9D1I2M2P1M1D1M4P2M18D2I
d1rw1a_ d1z3ea1 49P2I17P2D2P1M1I2P1M39P1D
d1rw1a_ d3fz4a_ 2I47P1I1P1I17P2M1D1I1M1P1M1I26P1I1M9P1D5P1M
d1rw1a_ d3gkxa_ 1I48P2I8P1D4P1I4P2M2D2I1P1M1I38P1D4P
d1rwha1 d1x1ia1 2D1M59P1I56P1I46P11D35P2I153P1I6P
d1rwha1 d2ahfa_ 22D2M2D19P1M1P1M10D10I2M1P2M4D9P1M2P6M8P2D1P2M14P5D1M5D1M17P3I4P1I2M1P2M10P2M2I1M3P1I1P1I4P1M2I2P1M1P1M1D14P2M1P1M17P1D1M3D4P1D7P13I1P6I20P2D1P4D6P1M9P1D7P1I8P2M2D2I1M2D2I1M1D1M21P2I14P4M1I3P3M7I2M20I1M2I9P2M10D10I
d1rwha2 d1x1ia2 1I28P1I1P1I19P1I15P1I8P1D10P1I5P3D2I1M22P1I
d1rwha3 d1x1ia3 82P1M2P3D1M2P4D14P1I12P1D43P1I32P6I29P2I45P1D
